dataset,model,method,attack_type,malicious_ratio,non_iid_alpha,round,test_accuracy,test_loss,macro_f1,detected_malicious,false_positive,true_positive_rate,false_positive_rate,crypto_time_ms,aggregation_time_ms,communication_bytes,total_round_time_ms,seed
mnist,tiny_cnn,trimmed_mean,gaussian_noise,0.0,0.5,5,0.371,2.1793841857910157,0.24093752582710706,0,0,0.0,0.0,0.0,3.9666999999994346,4234640,387.45349999999945,2027
mnist,tiny_cnn,trimmed_mean,gaussian_noise,0.0,0.5,6,0.467,2.103266876220703,0.38967857058814764,0,0,0.0,0.0,0.0,3.5572000000030357,4234640,394.1118999999986,2027
mnist,tiny_cnn,trimmed_mean,gaussian_noise,0.1,0.5,1,0.113,2.2936044921875,0.05040080791168102,0,0,0.0,0.0,0.0,3.764199999999107,4234640,388.00699999999466,2027
mnist,tiny_cnn,trimmed_mean,gaussian_noise,0.1,0.5,2,0.268,2.280458251953125,0.14119212670999506,0,0,0.0,0.0,0.0,3.460199999999247,4234640,394.2936000000046,2027
mnist,tiny_cnn,trimmed_mean,gaussian_noise,0.1,0.5,3,0.204,2.264225830078125,0.10099179456379707,0,0,0.0,0.0,0.0,3.673700000000224,4234640,400.48269999999775,2027
mnist,tiny_cnn,trimmed_mean,gaussian_noise,0.1,0.5,4,0.201,2.240377868652344,0.10385260929067577,0,0,0.0,0.0,0.0,4.314499999999555,4234640,393.1005999999968,2027
mnist,tiny_cnn,trimmed_mean,gaussian_noise,0.1,0.5,5,0.236,2.1912652587890626,0.13190925649942042,0,0,0.0,0.0,0.0,3.6492999999993003,4234640,388.9118000000025,2027
mnist,tiny_cnn,trimmed_mean,gaussian_noise,0.1,0.5,6,0.416,2.109919708251953,0.303874793042499,0,0,0.0,0.0,0.0,3.2037999999943167,4234640,390.1031000000046,2027
mnist,tiny_cnn,trimmed_mean,gaussian_noise,0.2,0.5,1,0.12,2.2939610595703126,0.06161229440106329,0,0,0.0,0.0,0.0,3.5067999999967014,4234640,388.4042999999977,2027
mnist,tiny_cnn,trimmed_mean,gaussian_noise,0.2,0.5,2,0.156,2.2816952514648436,0.06657306391196091,0,0,0.0,0.0,0.0,3.394300000003625,4234640,397.0091999999994,2027
mnist,tiny_cnn,trimmed_mean,gaussian_noise,0.2,0.5,3,0.131,2.266908996582031,0.056713657487651295,0,0,0.0,0.0,0.0,3.913199999999506,4234640,393.48490000000425,2027
mnist,tiny_cnn,trimmed_mean,gaussian_noise,0.2,0.5,4,0.123,2.246953430175781,0.045931070292724085,0,0,0.0,0.0,0.0,3.829799999998329,4234640,387.15089999999464,2027
mnist,tiny_cnn,trimmed_mean,gaussian_noise,0.2,0.5,5,0.237,2.204899963378906,0.15740246192455126,0,0,0.0,0.0,0.0,3.5083000000000197,4234640,407.1063999999964,2027
